kurs,digitalisiert,geschlecht,q06_1,q06_20,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr
B,3,M,1,5,iPhone,5,1,5,5,5,-1,5,5,5,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,2,1,5,5,3,3,3,5,1,4,1,1,4,5,3,5,1,1,3,3,1,3,1,1,3,1,4,1,1,1,1,5,3,1,231
B,4,M,2,2,Android ,5,-1,1,3,4,5,5,5,5,5,-1,-1,1,-1,5,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,3,1,4,1,2,4,4,2,1,4,3,3,3,2,1,4,3,4,5,1,5,5,4,1,3,1,1,4,1,2,3,1,1,1,1,5,1,232
B,5,W,4,3,iPhone,5,4,4,4,4,4,5,5,5,4,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,4,4,5,5,4,4,4,5,5,5,4,1,4,4,4,4,2,3,5,2,4,2,2,2,4,4,4,4,1,1,2,3,5,2,233
B,5,W,1,3,Android ,5,4,-1,4,4,-1,-1,5,4,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,5,4,1,2,4,4,3,4,-1,1,3,3,3,4,1,1,1,3,1,1,1,2,3,1,4,1,1,1,2,3,4,1,234
B,2,W,1,3,Android ,5,1,2,1,1,3,2,3,2,5,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,2,2,3,3,2,2,3,5,3,3,4,5,2,4,4,4,1,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,3,1,235
B,5,W,1,3,Android ,5,4,3,3,4,4,4,3,3,5,1,1,1,1,1,3,3,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,5,4,1,1,5,5,5,4,1,1,3,3,3,5,1,4,5,5,1,1,1,1,4,3,4,4,1,1,1,1,5,1,236
B,5,W,1,4,iPhone,5,5,3,5,5,5,4,5,4,4,1,1,2,1,5,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,5,1,1,5,5,1,1,5,4,4,4,1,1,4,3,3,5,2,5,5,2,3,4,1,4,5,1,4,4,1,1,1,4,4,1,237
B,4,W,1,2,Android ,5,5,-1,4,5,4,4,5,4,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,4,-1,-1,-1,3,1,4,1,3,5,4,3,3,4,5,4,4,-1,1,2,3,4,4,4,4,5,4,4,4,-1,1,5,3,4,4,-1,-1,1,2,5,1,238
B,4,W,1,2,iPhone,5,5,2,5,4,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,4,5,5,2,2,5,3,4,4,4,5,4,4,2,1,5,5,4,5,4,4,5,4,1,1,1,1,4,3,4,4,1,1,2,1,5,1,239
B,4,W,1,4,Android ,5,4,1,2,4,5,3,2,3,5,3,4,1,1,1,4,1,1,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,4,3,3,4,5,4,3,2,1,3,4,4,5,3,4,4,4,2,4,1,1,4,2,4,2,2,2,2,4,2,1,240
B,5,M,2,2,iPhone,2,5,3,5,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,3,2,5,3,5,5,4,3,4,3,5,1,3,1,1,1,1,5,1,1,5,5,5,5,2,1,1,1,1,1,4,1,1,1,4,1,1,241
B,4,M,4,2,iPhone,5,4,2,4,5,5,5,4,4,5,1,5,4,1,1,1,1,4,1,5,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,5,5,3,3,3,5,2,2,2,4,5,3,3,5,2,1,1,5,5,4,1,1,4,1,4,4,1,1,3,4,5,4,242
B,6,W,4,4,iPhone,5,5,5,5,5,5,5,5,5,5,2,2,1,1,4,2,1,1,1,4,1,1,1,3,1,1,1,1,2,3,1,2,1,2,1,1,1,2,2,5,4,2,5,4,4,4,4,4,4,3,2,1,4,3,3,4,3,4,4,3,4,2,2,1,4,1,2,2,1,1,2,4,5,1,243
B,2,M,-999,-999,iPhone,5,2,2,2,4,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,3,4,4,5,5,3,4,4,4,5,1,3,3,1,5,5,2,5,1,1,5,3,4,3,1,4,3,3,4,3,1,1,2,3,5,1,244
B,3,W,1,3,Android ,5,2,-1,2,5,-1,5,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,1,2,5,4,-1,-1,4,5,3,3,1,1,3,3,4,5,1,1,3,4,1,2,1,1,4,1,4,2,1,1,2,1,4,1,245
B,5,M,1,4,Android ,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,4,4,1,4,4,5,3,3,3,1,3,3,3,4,5,4,4,4,1,1,1,1,3,1,4,1,1,1,3,1,5,1,246
B,3,M,2,5,Android ,5,4,1,4,3,-1,4,4,3,4,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
B,6,M,4,5,Android ,5,5,2,2,5,5,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,5,4,2,5,5,5,2,4,4,1,5,4,2,5,3,3,5,4,5,3,2,1,4,4,4,4,1,1,2,3,5,1,248
B,4,M,3,4,Android ,5,4,4,4,4,3,-1,4,4,5,3,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,4,2,1,5,5,1,1,5,5,4,3,1,1,5,4,3,5,4,5,5,5,4,1,1,1,4,1,4,4,1,1,3,3,5,2,249
B,6,M,4,4,Android ,5,4,2,2,4,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,-1,-1,5,-1,-1,-1,-1,-1,5,4,-1,5,5,5,4,4,5,4,4,4,-1,5,5,5,5,4,5,5,5,5,-1,-1,-1,4,-1,5,-1,-1,-1,3,3,5,-1,250
B,5,M,1,3,Android ,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,5,2,3,4,5,2,2,2,1,2,1,3,3,1,1,5,5,5,5,251
B,3,M,1,3,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252
B,5,M,2,4,Android ,5,5,5,5,5,5,5,5,5,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,4,5,3,5,4,3,3,5,5,1,3,1,1,4,3,4,4,1,1,5,4,4,2,1,1,3,1,4,4,1,1,3,4,5,1,253
B,5,W,2,3,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,5,5,2,2,4,5,5,4,1,1,4,3,2,4,1,1,5,4,4,4,1,3,4,1,4,2,1,1,1,3,5,2,254
B,6,M,4,4,Android ,5,4,4,4,4,5,5,5,5,5,2,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,2,1,3,1,1,1,3,4,1,4,4,4,5,5,5,5,2,4,5,5,5,1,1,4,4,3,4,5,2,5,5,5,5,2,2,3,5,5,5,5,1,4,3,3,5,2,255
B,6,M,4,3,Android ,5,5,-1,5,5,5,3,4,4,5,1,1,1,1,1,2,2,1,1,4,1,3,1,4,1,3,1,1,4,2,1,1,1,1,1,1,1,4,2,4,3,4,5,4,2,4,4,5,5,3,2,2,3,4,4,4,4,3,3,5,4,1,1,1,3,3,5,4,1,1,2,4,5,2,256
B,5,W,4,3,Android ,5,5,1,5,5,5,4,4,5,5,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,5,5,5,5,3,5,3,5,1,3,1,1,1,4,4,4,1,1,1,3,1,1,1,3,5,3,5,5,2,1,1,4,5,3,257
B,6,M,4,4,iPhone,3,5,4,5,5,2,3,2,4,5,-1,-1,5,-1,-1,3,4,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,2,1,4,2,3,5,3,4,3,4,5,4,3,2,2,3,2,2,5,2,4,4,4,3,2,1,2,3,1,5,2,1,1,2,1,5,1,258
B,3,M,2,2,Android ,5,5,3,4,4,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,3,2,5,4,2,2,3,5,3,2,1,2,1,4,4,5,2,1,4,4,5,2,1,1,3,1,4,4,1,1,2,3,5,2,259
B,3,W,1,1,iPhone,5,5,1,5,4,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,3,5,5,2,5,2,2,1,1,1,4,3,5,1,1,5,1,1,3,1,1,5,1,3,3,1,1,2,5,5,3,260
B,6,M,-999,-999,Andere,5,5,2,3,5,5,5,5,4,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261
B,4,W,2,3,iPhone,5,3,2,3,5,5,5,5,5,5,1,1,5,1,1,1,1,5,5,4,4,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,4,3,5,4,3,5,4,4,4,4,5,4,3,3,2,2,3,3,5,1,5,5,5,3,3,1,3,5,1,3,3,1,1,5,3,5,3,262
B,6,M,4,5,iPhone,5,5,1,4,4,5,4,3,1,5,5,1,1,1,1,4,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,2,5,4,3,4,3,5,4,4,4,1,4,5,4,4,5,4,5,5,5,1,1,1,4,1,5,5,1,1,4,4,5,1,263
B,4,W,1,1,Android ,5,4,2,4,3,2,1,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,5,1,2,1,1,5,1,4,1,1,4,4,4,4,2,1,2,2,2,2,1,1,4,1,4,1,1,1,1,2,5,1,264
B,4,W,2,4,Android ,5,4,1,4,3,5,2,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,2,-1,-1,-1,-1,3,-1,-1,5,-1,-1,-1,3,1,4,2,-1,5,5,5,5,1,5,1,1,1,1,5,4,4,5,1,1,1,5,4,5,1,1,4,1,4,3,1,-1,2,4,3,1,265
B,5,M,1,1,Android ,5,4,2,5,5,4,5,4,4,-1,-1,5,-1,-1,5,3,-1,-1,-1,5,-1,5,-1,-1,-1,3,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,4,1,5,5,3,4,1,5,3,1,2,1,1,5,5,5,4,4,4,5,5,3,-1,1,3,1,5,4,1,1,4,4,5,1,266
B,4,W,1,3,Andere,5,4,2,2,4,5,5,2,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,2,2,5,4,2,4,5,5,5,5,5,1,1,4,4,5,1,4,5,5,1,3,1,5,4,2,4,1,1,1,2,3,5,1,267
B,4,M,2,1,iPhone,5,5,3,5,5,5,5,5,2,5,2,1,1,1,5,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,5,5,2,5,5,4,4,5,5,2,5,2,1,4,4,4,5,1,4,1,5,4,4,1,2,3,1,4,5,1,1,2,5,5,1,268
B,5,M,4,4,Android ,5,5,5,5,5,5,-1,4,5,5,-1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,4,2,5,3,3,5,5,4,4,5,5,5,5,1,1,3,4,3,5,5,2,5,4,4,3,1,1,4,1,3,3,2,1,2,4,5,1,269
B,4,W,2,3,iPhone,5,5,-1,5,4,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,3,1,3,4,5,1,2,1,1,1,4,4,5,4,5,5,4,5,1,1,1,4,1,5,2,1,1,1,3,5,1,270
B,3,M,2,3,Android ,5,5,3,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,1,5,4,2,2,3,5,4,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,1,5,5,1,1,1,4,4,1,271
B,6,M,3,4,iPhone,5,5,1,5,5,5,5,5,5,4,5,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,1,4,3,4,5,5,4,5,4,4,5,4,4,5,4,5,5,5,2,3,5,5,3,2,1,1,5,4,4,4,1,4,3,4,5,2,272
B,5,M,4,5,iPhone,5,4,3,4,4,5,4,4,5,5,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,5,4,4,5,5,2,3,5,5,4,4,3,1,5,3,3,5,2,4,5,4,5,2,1,2,5,1,4,4,1,1,3,4,5,1,273
B,7,M,1,1,iPhone,5,5,1,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,3,5,4,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,4,3,5,5,3,5,4,1,3,5,5,3,5,1,1,5,4,3,5,4,5,5,5,5,5,3,3,5,4,4,3,1,1,1,4,5,1,274
B,5,W,3,3,iPhone,5,4,4,3,4,5,-1,4,3,4,3,1,1,1,1,2,1,1,1,4,3,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,3,1,5,3,4,5,4,1,2,1,4,1,4,1,1,3,4,3,5,2,4,4,4,5,3,1,1,5,1,4,4,1,1,1,3,5,1,275
B,5,M,3,2,Android ,5,4,3,3,3,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,5,-1,-1,-1,2,3,-1,-1,1,5,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,276
B,6,W,1,4,Android ,5,4,3,4,4,5,-1,3,3,5,1,1,4,1,1,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,3,2,3,5,5,4,3,4,5,1,1,1,1,4,4,4,5,3,1,5,4,4,4,3,4,4,2,4,2,1,1,1,3,5,3,277
B,3,W,1,4,Android ,5,5,5,5,5,4,3,5,5,5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,4,4,3,1,5,1,4,1,2,5,5,4,5,4,5,5,4,5,5,1,4,4,3,5,4,1,1,3,4,5,1,278
B,4,M,4,4,Android ,5,5,5,5,5,5,4,5,5,1,5,1,3,1,5,3,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,4,3,5,5,2,2,5,5,5,5,3,3,3,3,4,4,3,3,5,5,3,5,5,5,5,5,4,1,1,1,4,4,5,1,279
B,3,W,1,5,Android ,5,4,4,3,4,3,3,2,2,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,3,5,5,4,4,4,5,3,3,1,1,3,4,5,5,1,2,4,3,3,1,1,5,4,1,4,4,1,1,2,2,4,1,280
B,6,W,3,3,iPhone,5,4,3,4,5,5,5,4,5,5,1,5,4,1,1,1,1,1,1,5,1,5,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,3,3,5,3,5,5,4,3,3,5,5,3,4,3,3,2,2,4,5,1,5,5,5,4,4,2,1,4,2,4,3,1,2,3,4,5,3,281
B,4,M,2,3,iPhone,5,5,2,5,5,4,5,3,2,5,2,5,5,1,5,1,1,5,5,5,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,3,3,5,4,1,5,5,3,4,5,5,1,3,3,1,2,4,4,4,1,4,4,4,3,3,2,2,1,1,4,4,1,1,3,3,1,1,282
B,5,W,3,4,iPhone,5,5,3,4,5,5,5,5,4,5,4,4,4,1,5,1,1,1,1,2,4,1,1,1,1,2,5,1,1,1,1,1,1,-1,1,1,1,3,2,5,2,2,5,5,-1,2,5,5,4,4,1,1,5,4,3,5,3,5,5,4,3,2,2,2,5,4,5,5,1,4,3,3,5,3,283
B,6,M,2,5,Android ,5,5,-1,2,4,-1,2,5,4,5,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,4,4,5,5,4,4,5,5,5,5,5,1,4,5,4,5,4,4,3,5,4,4,3,2,5,4,5,2,4,1,2,3,5,1,284
B,5,M,3,3,Android ,5,5,4,4,5,5,5,5,3,5,5,-1,-1,-1,-1,3,-1,-1,-1,4,-1,4,-1,3,-1,-1,-1,-1,3,2,-1,-1,2,-1,-1,-1,-1,3,-1,4,4,4,5,5,3,3,5,5,2,3,2,1,3,3,3,5,4,4,5,5,2,4,-1,-1,5,-1,5,4,-1,-1,3,4,5,-1,285
B,4,M,2,5,Android ,5,4,3,3,4,4,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,4,2,5,2,1,5,5,4,5,4,5,2,3,1,1,4,3,3,5,4,1,2,5,3,2,1,1,4,2,4,4,1,1,1,4,5,4,286
B,4,W,1,5,Android ,5,4,2,3,4,-1,-1,1,3,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,3,4,3,2,1,5,4,3,4,4,2,3,4,1,1,1,2,2,2,3,2,4,4,4,1,1,1,5,2,4,2,1,1,1,4,4,3,287
B,6,M,1,5,Android ,5,5,5,5,5,5,5,5,5,4,3,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,1,5,4,4,4,5,5,4,3,1,1,1,1,2,4,1,1,2,5,1,4,1,3,4,1,4,4,1,1,2,3,5,1,288
B,5,W,1,4,Android ,5,4,1,4,4,5,5,4,3,5,-1,-1,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,3,4,5,4,4,4,5,4,-1,-1,-1,-1,4,4,4,4,-1,-1,5,5,4,4,-1,-1,4,3,4,4,-1,-1,-1,-1,5,-1,289
B,5,W,1,2,iPhone,5,4,1,4,4,5,5,5,1,5,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,4,4,5,5,2,4,1,3,4,4,1,1,5,3,4,5,4,1,5,4,4,4,1,1,4,4,4,1,1,1,1,3,5,1,290
B,6,M,2,2,iPhone,5,5,5,5,5,5,5,4,5,5,5,4,2,3,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,2,3,5,4,3,2,2,5,2,4,2,3,2,2,2,5,3,5,4,5,4,2,4,2,3,2,2,2,2,3,2,5,4,4,291
B,6,W,2,5,iPhone,5,3,5,5,5,5,3,5,4,5,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,2,4,4,5,3,1,1,1,4,4,5,5,5,1,3,4,5,2,292
B,3,W,1,3,Android ,5,5,1,5,3,5,5,5,4,4,1,1,1,1,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,5,2,2,5,5,3,2,2,5,2,3,2,2,2,4,5,5,1,1,3,5,3,4,1,1,4,2,5,2,1,2,3,3,4,3,293
B,7,M,4,5,Android ,4,5,1,5,5,5,4,5,4,4,5,5,3,1,1,3,2,2,1,5,4,5,1,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,1,5,4,3,3,5,5,4,4,1,1,3,4,4,5,5,3,5,4,4,1,2,2,5,2,4,1,1,1,2,4,5,2,294
B,4,W,3,4,Android ,5,5,4,5,5,5,5,5,1,5,-1,-1,-1,4,-1,1,-1,-1,-1,5,-1,4,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,4,3,1,5,5,5,5,5,5,5,4,1,1,5,4,4,5,5,3,2,5,4,1,1,1,5,2,5,1,1,1,3,1,5,1,295
B,5,M,4,4,Android ,5,5,-1,5,4,5,-1,4,4,5,4,-1,4,-1,-1,2,3,-1,-1,4,-1,4,-1,4,-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,-1,3,-1,3,2,2,4,5,4,4,4,5,4,4,4,1,4,3,3,4,4,2,3,5,4,3,4,4,4,1,4,4,1,-1,3,3,5,4,296
B,4,M,3,2,iPhone,5,4,4,4,5,5,5,5,4,5,1,1,4,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,3,2,4,5,1,5,4,3,4,4,5,4,3,1,1,5,4,4,5,2,5,5,5,5,4,2,1,1,1,4,2,1,2,3,3,5,2,297
B,5,W,3,3,Android ,5,4,3,4,4,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,5,4,2,2,4,5,4,5,-1,1,3,4,3,4,1,1,4,4,3,4,1,3,2,1,4,2,1,1,3,3,5,1,298
B,5,M,4,2,Android ,5,4,4,4,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,4,-1,-1,-1,-1,4,-1,4,-1,-1,5,-1,-1,-1,-1,4,5,4,5,5,5,4,4,5,5,5,4,4,3,5,5,4,5,5,5,5,5,5,5,-1,4,5,3,3,3,3,3,3,4,5,-1,299
B,6,M,2,2,iPhone,2,5,4,4,5,4,3,3,2,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,2,4,5,1,2,4,4,4,4,4,2,1,3,4,4,4,1,4,5,4,3,1,1,1,1,1,4,4,1,1,2,1,5,1,300
B,7,M,4,5,Android ,5,5,1,5,5,5,5,5,5,-1,-1,3,5,-1,-1,3,5,-1,-1,4,-1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,5,3,1,5,4,1,1,5,5,5,4,4,1,3,5,4,5,5,3,5,5,2,2,1,1,4,3,4,4,1,1,4,4,5,1,301
B,4,M,2,4,iPhone,5,5,1,5,3,-1,3,1,1,5,-1,-1,-1,-1,-1,4,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,5,4,4,5,5,1,4,5,5,1,1,1,1,1,4,4,5,1,5,5,5,5,4,1,1,5,3,5,4,1,1,1,4,5,1,302
B,5,W,2,2,Android ,5,5,2,5,5,5,-1,5,1,5,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,3,5,5,5,4,-1,4,5,5,4,5,1,1,1,4,4,5,1,5,5,4,5,1,1,1,5,1,5,5,1,1,3,5,5,1,303
B,5,W,4,3,iPhone,5,5,5,5,5,5,1,5,1,5,1,1,1,1,1,1,2,1,1,5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,2,5,5,3,3,1,5,1,1,1,1,4,3,3,4,2,5,5,4,4,3,2,1,3,1,4,3,1,1,3,1,5,1,304
B,3,W,2,1,Android ,5,2,1,2,4,4,2,2,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,4,4,4,5,4,2,2,4,5,5,4,3,1,1,1,1,5,1,2,3,2,2,2,2,2,2,2,4,2,2,2,2,5,2,2,305
B,5,W,1,2,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
B,5,K,1,1,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,-1,1,1,1,4,1,1,1,1,1,4,5,1,1,1,5,1,1,1,1,1,1,4,1,1,-1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
